bssid	lat	lon
001915D39BF8	40.472920143236	-3.5784101540941
0023F8C95A5F	40.472977857063	-3.5789675546619
001A2B5299B6	40.473940825953	-3.580516952134
B0B2DC48C8E1	40.472946875814	-3.5782559087683
507E5D922497	40.472710546745	-3.5788944683369
627D5E7D99A8	40.472909882213	-3.578368797633
E091536AD754	40.472856088863	-3.5788300237836
00065AC0465B	40.494863615866	-3.5918753041415
00264D77EAE5	40.473750810618	-3.580025801602
0023486FBB8A	40.472834268535	-3.5783920437071
0012EF7EDF75	40.473477007746	-3.5795304114266
001915D4284C	40.474873152601	-3.5813683306897
3872C0B3759D	40.473524548305	-3.5796084264007
849CA64E2B4D	40.475608431679	-3.5823192766015
DC0B1A9FB3A2	40.474851167989	-3.5813571261278
001A2B1359D3	40.472827223928	-3.5783885761831
8C0CA3261AB4	40.474682148976	-3.581293817087
00222D3D2F64	40.472996095888	-3.5786244265377
74888B96C201	40.47274091388	-3.5787257173612
DC0B1A80A2A2	40.473313879522	-3.5792515179703
00065AC04669	40.494861101305	-3.5918924976802
F88E8503922B	40.474941014296	-3.5813680617343
8C0CA3281AF0	40.472783107558	-3.5785392596234
4C54991A5ED3	40.472831400327	-3.5785179277956
0013499E3540	40.473075255529	-3.5787711476549
E0915341BB8B	40.473268763669	-3.5779277546232
F4559CB5D250	40.474796377914	-3.5813011256775
00026F50283C	40.494836218735	-3.5918134614588
8C0CA326371D	40.468677960795	-3.5692152716072
0019703F0051	40.472925046945	-3.5784253026117
3872C0A534B3	40.475406972402	-3.5823481762507
00222D446BD9	40.475484164588	-3.5825061657007
00226BFC62FB	40.473940825953	-3.580516952134
00163888C15E	40.472722342176	-3.5789192134828
DC0B1A7FA9D2	40.472895754347	-3.5784289193592
000138FBFECB	40.472902373751	-3.578843110076
5C4CA96EBCB3	40.47328801883	-3.5792494983805
001A2B12F7D1	40.473445297872	-3.5795232576131
00222D3E954E	40.474306124227	-3.5808963316023
FCF528143EB9	40.473048343235	-3.5786871787226
62A8E4C92FCC	40.473338497531	-3.579222021048
001A2B88ABBA	40.475834268031	-3.5825504588122
D0AEECF8F474	40.475617402212	-3.5822935366371
0019706CAE46	40.475634365634	-3.5825332542898
62C06F3B9658	40.473809266274	-3.5801679828815
507E5D4294D4	40.474830728037	-3.5813146174475
3872C0860661	40.475687834358	-3.5823191572664
202BC13BF005	40.47437144482	-3.5808273354667
001A2BABCEF0	40.475614004654	-3.5824463340553
000138DE2741	40.47298069689	-3.5784568342311
1CC63C164B88	40.472718415959	-3.578859152632
001A2B00BDE2	40.472977703608	-3.5785673028482
507E5D3B2ED9	40.473675332996	-3.5798319941629
E09153422401	40.473500460033	-3.5795735534502
001A2BAA7E84	40.475634365634	-3.5825332542898
00222D45AAB9	40.474847213293	-3.5815064054954
000B6BDF00CF	40.468724281383	-3.5690736245714
743170C1F815	40.475612198411	-3.5822825742364
001CF03E9B92	40.473306764227	-3.5778907193739
507E5D8B4A25	40.47295985199	-3.5785826758532
00065A403E7D	40.494967911761	-3.5919500162914
B0B2DC4835D5	40.473490642553	-3.5795100971246
A4B1E95C0093	40.473659579861	-3.5797952649475
1CC63CAA1346	40.472836522775	-3.5787029988185
000138A06197	40.468691474171	-3.5692373970591
00197089FCBC	40.472936613743	-3.5783728379767
74888B990FE1	40.473306764227	-3.5778907193739
0023F8DDA319	40.475443229413	-3.5822250412168
0002CFB4AF30	40.47299337406	-3.5785121923503
00222D441D4B	40.475449196978	-3.5824884564757
3872C0AC56AF	40.473458728299	-3.579490177283
5C338EAC9D64	40.474181094754	-3.5808108118037
6416F04A14C8	40.475742047577	-3.582543297378
DC0B1A90E606	40.472955038697	-3.5782600481606
08863BD34F75	40.474299923065	-3.5809346732057
204E7FAF022E	40.473064776073	-3.578619184098
64680C1A2008	40.473175367121	-3.5789572720873
001A2B157179	40.47312745456	-3.5788934252682
404A03D6081B	40.474192030994	-3.5808571779109
00222D0E689D	40.472880310213	-3.5783432807885
B4749F048EDD	40.475571308069	-3.5822740082064
D0AEECF8311C	40.474765854594	-3.5813231805039
285FDB06230B	40.473271371247	-3.5791819230091
0019708A3B09	40.473768464824	-3.5801000117352
5C338EE5E3B2	40.473300132902	-3.5792077397721
849CA6011627	40.47286842071	-3.5784447500279
D0AEECDE1784	40.472882640468	-3.5787156099254
C86C8750DF07	40.474594307176	-3.5811516155396
507E5D8B0A7D	40.473069293106	-3.5787431087954
00065A404669	40.494861101305	-3.5918924976802
001A2BA5908E	40.475576320991	-3.5822797881333
8C0CA32396E0	40.473939871295	-3.5803353863745
5C338ECDBEAB	40.47281568626	-3.578434726208
64680C85AB2D	40.474452617989	-3.5810986153382
00065A404658	40.49494851326	-3.5918751416029
001A2B505746	40.4730074493	-3.5782114502908
00065A40465B	40.494863615866	-3.5918753041415
507E5D42931B	40.474255763656	-3.5809057834415
001A2BAA17C1	40.475472513373	-3.5821610729665
001A2BAB5B4B	40.475644013595	-3.5824448709588
001A2BAA0B29	40.475767980024	-3.5825486783568
C0AC5401F786	40.473573630577	-3.5797271926958
001A2B977AC4	40.475757406118	-3.5825356104573
3872C0D29227	40.472926930322	-3.5783067706536
5C338EE456F2	40.473853821402	-3.5802552373719
4CEDDE34B3B9	40.474142988095	-3.5808051711278
001A2B8EA4F9	40.475634365634	-3.5825332542898
A4526FE34416	40.473059481214	-3.5787522769627
001A2BA5145D	40.475697664428	-3.5823282008475
00A0267EFEAC	40.475449963713	-3.5822092399969
C86C8756F223	40.472923678744	-3.579005829006
E091535736BC	40.474544753425	-3.5811214627719
00264D77F043	40.473723441915	-3.5799519605936
7431703DC0A2	40.473073633051	-3.5787258413523
285FDB03ABC7	40.485467997917	-3.72447929
5C338EA74F94	40.48466660477	-3.723003953191
001D1A0681B0	40.486254425084	-3.7270208777609
001A2BA8B0D0	40.485928451651	-3.7227465984933
3872C0D20C1C	40.48622484797	-3.7227921661727
3872C0FE5F53	40.487429822332	-3.7229251694693
001D459EE940	40.49055981576	-3.7224059828174
001638F2C75C	40.4887595858	-3.7252724586543
0024D2C33C36	40.486635534147	-3.7227326057017
001A2BAA47EB	40.486844043491	-3.7273713750627
2CB05DD59818	40.485739489531	-3.7226803288333
841B5EB4EBBC	40.485883499091	-3.7265855893939
3872C0FBEE3F	40.485584365149	-3.7258326206601
7071BCC675DA	40.485558306879	-3.7239901714377
C0AC5401735B	40.486313368913	-3.7268179160145
001970378267	40.48781642258	-3.7219675340515
001A2BA4F5B0	40.485154319958	-3.7236105899647
00121770D8F9	40.486486922253	-3.7278721863561
0002CFDC6B9D	40.491219698925	-3.7229029247986
001A2B13A06B	40.485553044878	-3.7239836836542
3872C0A35240	40.486712013011	-3.7277477195699
0002CF79B938	40.487225080026	-3.7273324867484
002163FDA8C4	40.485470212222	-3.7245331844444
081075E27CF7	40.485365415101	-3.7243303706452
0019705F067F	40.486070176667	-3.7226659008333
E091534239ED	40.488161216256	-3.723988300277
D0AEECE43284	40.486524647618	-3.722179881958
001A2B8D9959	40.4900538897	-3.721571056266
001D459EEA30	40.490151448319	-3.7228250476907
5C353B50CCEC	40.486316294333	-3.72677113
00264D49E3F8	40.489181520079	-3.7220918978989
001A2B8BBAD1	40.485312604873	-3.7230476941415
5C338ECFA2B9	40.489255465057	-3.7221238638218
0023F8C007C5	40.485260729041	-3.7237673003312
00805A46DBC9	40.488741420988	-3.7228496217092
001A2B51CCC9	40.484721076003	-3.7232004231746
00197035B8C6	40.485580996552	-3.7261895632184
6AC06F34CE4C	40.485101575298	-3.7230915000474
0002CFB63992	40.486443476591	-3.7277593926683
00A0267C3350	40.48975166049	-3.7219783362143
001970836BA6	40.486290844355	-3.7270179279769
00A0C5EE964C	40.48575744465	-3.7226071891766
001A2BA8B9DC	40.484783679402	-3.7230331798291
0023F8C04926	40.490457130245	-3.7228374252645
00163889B420	40.486636621852	-3.72776925
001A2B870B0A	40.484755604423	-3.7229249586848
849CA6038698	40.485527831373	-3.7251727805882
0002CFC05D3F	40.484889994317	-3.7228380172707
849CA65B9CBC	40.488779332216	-3.72105743013
001A2B929F30	40.485278824939	-3.7231258583121
0002CFC0679B	40.48749848686	-3.7234508134722
BC14016DB9D8	40.486331059944	-3.7270808682486
4CEDDE0FC25D	40.487293610539	-3.7230026433379
F88E85025F64	40.490137578588	-3.7226097337778
98FC11E8A859	40.486677921587	-3.7277649433333
8C0CA326787E	40.490273421647	-3.7227284143067
3872C0CA5B1D	40.486495284206	-3.7227041469123
C86C8750C518	40.485102887157	-3.7231949806373
000138F26EAA	40.486911264017	-3.7228123482842
001E4C4AB74E	40.489605288482	-3.7224168998011
001A2B8CB838	40.485478000253	-3.7258769424747
404A03DBC6C9	40.485581848319	-3.7253132450144
586D8F82B78F	40.488912746186	-3.7238199622531
001A2B0FB9A6	40.490582136773	-3.7225140075946
001A2B927334	40.486409174226	-3.72279443137
001A2BAA4F51	40.487422616183	-3.7233046933616
8C0CA3200C21	40.487047252167	-3.7275737161667
0023545615D6	40.485516243333	-3.7255127107701
08D42B83CD1C	40.489379961194	-3.7234467931238
001A2B63D593	40.486396655333	-3.7276654526667
90E6BA35D1AC	40.486578640398	-3.7248289002845
000138F6D39F	40.486362194815	-3.7275779903704
D0AEEC0BB0AF	40.48540430023	-3.7226779880385
000138F6D39E	40.486361712917	-3.7275762191667
C0AC5401033B	40.489522292032	-3.7211300986309
001485D2B1E1	40.487045381433	-3.7221678387392
001A2B8A183D	40.484918691987	-3.7230292554685
3872C082D0FE	40.487446740228	-3.7224764565687
64680CE5424A	40.48546761915	-3.723869489281
F8D1113A661B	40.489694667572	-3.7227187955483
0002CFDEE524	40.485565615851	-3.7260433587589
C0AC54014DA5	40.485791000529	-3.7228678176434
C0AC54006B8E	40.486035310351	-3.7227109703357
000138523945	40.486306339655	-3.7267382290805
507E5D683CE8	40.487166712312	-3.7222696816196
38607799CDB5	40.485981732509	-3.7265030113109
00A02681118C	40.486376262537	-3.7227302635163
001A2B9760B4	40.487430350884	-3.7271690577711
001349F06781	40.489662150333	-3.7219333153333
001A2B05D3EF	40.487538570144	-3.7227530609714
001F1FF0BF68	40.488829357177	-3.7248549401178
404A03BB0717	40.485536040662	-3.7230048007461
0002CF7383C1	40.490078274283	-3.7226831149915
204E7F1B6988	40.487794814836	-3.7231164014512
386077996CB1	40.485988856902	-3.726569837451
64680C8387EE	40.48596418625	-3.72657528875
12A096FDD03E	40.485488831667	-3.72542951
001A2B8DB5FA	40.486351419608	-3.7269624521569
4CEDDEFBA585	40.486446999569	-3.727803783407
5C338EBD270C	40.48627476	-3.7264885311111
3872C0B55CAF	40.489899551554	-3.722172924635
001A2B8CB857	40.48699295594	-3.7274748612929
3872C0B04C60	40.486143181992	-3.7266954305763
001A2B639E46	40.4854719	-3.724567145
00304F9CB5DF	40.489279070902	-3.7220828565933
202BC13C4A87	40.488827293348	-3.7220487886959
E091530F4FAE	40.489072622716	-3.7197755407407
3872C05A643B	40.487439247579	-3.7231889615592
001A2BA8D7AF	40.486299631081	-3.7267238124324
E0915301CC45	40.486576360256	-3.7277600389744
001638C65CB5	40.487583365094	-3.7238421583055
001A2B92A207	40.490067655552	-3.7224229609258
001A2B8EF3B0	40.48546732454	-3.7257231238845
06BEDBA8C3C0	40.490298669747	-3.7225607590221
00222D454515	40.486308419091	-3.7269278194444
00A026822A44	40.489906635965	-3.7218821637086
586D8F82B791	40.488828633739	-3.7236867754894
5C338EE5EDDE	40.485183155822	-3.7230033730531
586D8F82B790	40.489259061881	-3.7234893021236
4C5499D9E60A	40.48474533369	-3.7230510161497
001A2B8CF58B	40.488229714944	-3.7225367717956
001A2B8CE4F1	40.486747271255	-3.7227627355213
001150421DFC	40.485591325013	-3.7257624467454
001A2B8EB41A	40.488488475785	-3.725567819849
001A2B8D8D14	40.486292272083	-3.7267052833333
F83DFF7E4D2F	40.485510192963	-3.7247892259259
D0AEECECD71C	40.486700306243	-3.7276984422222
BC1401470AB8	40.485658361111	-3.7227465988889
E091536AEB47	40.490108697357	-3.7225368261155
001A2B8DDE8F	40.485998507718	-3.7266215712103
001A2B94211C	40.484725185	-3.7230611026667
94FEF4F72114	40.485838996667	-3.726524376
001A2B8F37E1	40.487751623268	-3.7268026960784
8C0CA3273607	40.48599162997	-3.7226556035933
88252C7459F8	40.485129819803	-3.7229510937273
00265B4D3888	40.485518035	-3.725330315
001A2BA99AD5	40.487492612	-3.727124986
0023F8A0C76A	40.486339484583	-3.7271785879167
0019707C4C79	40.485413556065	-3.7235311715666
2CB05DE686C5	40.486261537071	-3.7264654588889
404A03BAA704	40.485366323029	-3.7229958913121
001A2B8DB7C9	40.48781325593	-3.723958554415
64680CA07EA2	40.486687255698	-3.7226824619676
849CA6010640	40.485574505489	-3.7252488144648
001839AAEF51	40.488159456695	-3.7226261160113
3872C0AF84E2	40.488887812802	-3.7220912364491
00197050950C	40.486483772171	-3.7278935860101
4CEDDE0F49FD	40.48966058584	-3.7232810878911
001A2B90838C	40.48486007498	-3.7228138350126
C03F0EFE5472	40.487863484524	-3.7198197035714
0002CFE0B615	40.488932348333	-3.7246604502083
C86C87A7FB3E	40.485505617273	-3.725907985
001A2BA4FF5B	40.48798821115	-3.7240523097162
001A2B977B75	40.486373493938	-3.7228404154973
001A2B92BD6E	40.490181569421	-3.722707488062
0023F884BCBD	40.48937147149	-3.7228779919498
001E4C91B25C	40.486346394167	-3.7270375225
5C338E0B889D	40.48557658803	-3.725304412457
001A2BA9A0DE	40.486128054307	-3.7267858949018
0002CFE33668	40.485512579907	-3.7254875453846
0002CF639C5F	40.488047258925	-3.7263464160932
841B5EB4D458	40.486296163063	-3.7264600532799
001A2BAB4DE4	40.486937683107	-3.7225366331653
008EF2BA798F	40.485902323667	-3.7265277264
001A2BA56FDD	40.48514072674	-3.7242167346786
001638CC295E	40.485571338333	-3.7252204490404
0013F7E2D7C2	40.486198555265	-3.7228833915529
3872C0EE31D3	40.48566542	-3.72650489
0024D215B226	40.486591034243	-3.7227786390815
7431708238D0	40.487467052184	-3.7232910441065
00A0267D93AC	40.487439522935	-3.7267721329836
BC7670F4EA2D	40.489329087421	-3.7220213663526
00197088ABF6	40.489283340987	-3.721470241306
BC140182B668	40.486354413676	-3.722911508521
0002CFB7D498	40.487535450877	-3.7270629131579
0013F7993420	40.487150463405	-3.7273718877756
5C338ECD297A	40.485280850682	-3.7230204349069
001A2B8F1B3C	40.485066028774	-3.7228596940225
001A2B8DA879	40.490157623403	-3.7217187999797
001A2B86FCBC	40.485717206372	-3.7265442734156
001970704D72	40.486362158333	-3.7270306658333
001A2BA8E2D2	40.485494325217	-3.7236020241848
E091535754C0	40.485561740061	-3.7226168851897
001A2BAA7920	40.486606830705	-3.7274780020337
88252CCC553D	40.488362807903	-3.7240078576982
3872C07BC6A8	40.489129299562	-3.7227304569232
00197071B895	40.484981791176	-3.7229520429412
001A2B8DC4D0	40.486435281417	-3.7227022752709
000138F276CC	40.489829743429	-3.7220995331654
64680CD8FAAF	40.485900054518	-3.7263585428728
001A2B8BD576	40.487208745946	-3.7219114506922
3872C09F4F65	40.486776179487	-3.7276946044444
00A02681C034	40.49038089376	-3.7228839952697
001A2BA56009	40.486433643382	-3.7226375209981
001A2B8BB47E	40.486339880972	-3.7271766981944
001A2B92D407	40.488406256059	-3.7257230622094
001A2B8FB134	40.485105387038	-3.7234309819322
64680CB8EC42	40.485984725695	-3.7233925002152
001FF3057241	40.485219733593	-3.7231834238312
001A2BA5B681	40.488085299321	-3.7229956006791
64680C8228D1	40.48553162	-3.72499565
D0AEECFB4990	40.486568013725	-3.7277595860784
001A2BA8CDF1	40.485508091985	-3.7252977122285
8C0CA329E64B	40.486548417801	-3.7228341219779
001A2B8ED564	40.48578891261	-3.7232183463723
0019707C4C36	40.486522994907	-3.7277138653704
001E527B8F55	40.485472978307	-3.723880913545
DC0B1A98D002	40.485044696667	-3.7228273616667
3039F27D7356	40.485508227083	-3.725462140119
3872C0EE5523	40.486389430519	-3.7228604269746
0019705809CA	40.486497339631	-3.7227520977293
001A2B8CE787	40.485910627446	-3.7264936695455
3039F26B4746	40.485458096	-3.723499334
00197070412E	40.487550471701	-3.7224205291117
001A2B8ED0CE	40.488453108225	-3.7257124676873
3872C0C6B530	40.487529669025	-3.7235625887398
001638C5D46D	40.486395211534	-3.7229358675623
001915D57706	40.485998426111	-3.7265537066667
404A03B67411	40.487027759685	-3.7227294847015
001A2BA8E0A4	40.486081645665	-3.7271991871029
E0915323F3F1	40.485235925461	-3.7234159686966
001A2B927E2A	40.489867148256	-3.7221027267552
00A026801F18	40.485514875703	-3.7258297501205
001A2B90A65B	40.488290009546	-3.7222317165336
0024D283CDE0	40.489855965302	-3.7220776816046
507E5D6769AD	40.485579258333	-3.7264390154167
001A2B8F07E8	40.489977506491	-3.7222879894169
0002CFE0CDC0	40.490378767719	-3.7227230735245
64680CDC4A7F	40.485495501818	-3.7262324966667
5C353B2459BE	40.485906926667	-3.7265797929167
001A2BA5B86F	40.485036926933	-3.7229735501517
001A2B8F0142	40.4874084925	-3.7268788727326
001A2B977F5C	40.481480920833	-3.7305354316667
001A2B67EA9A	40.486377397488	-3.7278347527946
C0AC540060A5	40.487469344258	-3.7232859237986
001A2BA8DCFA	40.486584927863	-3.7277338363248
3860775B4C82	40.486246792947	-3.7227192733576
001A2B8DC983	40.487575701249	-3.7221800656644
001A2B8EF1B1	40.490390520661	-3.7221764795074
001A2BA5964F	40.487701362106	-3.724134945125
001A2B948890	40.490089998049	-3.7225947744967
001A2BA55559	40.486970305573	-3.7274492823457
001A2B054CF0	40.488825564457	-3.7243058418484
F88E85052938	40.485614860172	-3.72657876
C0AC5402546F	40.485599006444	-3.7263083060722
00A026811DAC	40.485472488158	-3.7259007309759
001A2BAA598B	40.485623303113	-3.7222606455642
2C41384632A3	40.487397240036	-3.7231595084415
2CB05DF2581B	40.485548658586	-3.7240015995623
001A2B977B50	40.485475854848	-3.7240235866667
001A2B947ED0	40.489905369773	-3.7233679847862
88252C098008	40.485574591849	-3.7251794627671
0002CF841872	40.490144264444	-3.7227109385926
A4526FEF3AFE	40.485532977532	-3.7258319971154
B4749F040405	40.48882417196	-3.7248857838942
3872C091374E	40.486308279287	-3.7270613157418
5C338EBE76B5	40.485951708679	-3.7256970682135
00A0267FC164	40.487281724828	-3.7267548798546
001A2B92E84A	40.48568013597	-3.726379508806
001FA487E71C	40.485649493939	-3.7264835980303
0013F7EB6ADA	40.484780668772	-3.7230734752632
001A2B8CEE34	40.486440308301	-3.722742178682
9444520E28CF	40.486692538667	-3.7227345153333
001A2B90C9F6	40.486028007558	-3.7227752720228
001A2BA52FDD	40.489055331224	-3.7225044662352
